"X:    " "Y:    " "Z    "
"      919.597989949748808" "       85.427135678392006" "        0.003250973327333"
"      929.648241206030434" "       85.427135678392006" "        0.003152558446199"
"      939.698492462311833" "       85.427135678392006" "        0.003057978090606"
"      949.748743718593232" "       85.427135678392006" "        0.002967052218351"
"      959.798994974874631" "       85.427135678392006" "        0.002879610545660"
"      969.849246231156030" "       85.427135678392006" "        0.002795491955621"
"      979.899497487437429" "       85.427135678392006" "        0.002714543945690"
"      989.949748743718828" "       85.427135678392006" "        0.002636622111535"
"     1000.000000000000000" "       85.427135678392006" "        0.002561589664673"
"    -1000.000000000000000" "       95.477386934673405" "        0.002151134810231"
"     -989.949748743718601" "       95.477386934673405" "        0.002211418604038"
"     -979.899497487437202" "       95.477386934673405" "        0.002273949695049"
"     -969.849246231155803" "       95.477386934673405" "        0.002338832735417"
"     -959.798994974874404" "       95.477386934673405" "        0.002406178234284"
"     -949.748743718593005" "       95.477386934673405" "        0.002476102941857"
"     -939.698492462311606" "       95.477386934673405" "        0.002548730262494"
"     -929.648241206030207" "       95.477386934673405" "        0.002624190699290"
"     -919.597989949748694" "       95.477386934673405" "        0.002702622332906"
"     -909.547738693467295" "       95.477386934673405" "        0.002784171337643"
"     -899.497487437185896" "       95.477386934673405" "        0.002868992538075"
"     -889.447236180904497" "       95.477386934673405" "        0.002957250009860"
"     -879.396984924623098" "       95.477386934673405" "        0.003049117728752"
"     -869.346733668341699" "       95.477386934673405" "        0.003144780272223"
"     -859.296482412060300" "       95.477386934673405" "        0.003244433578573"
"     -849.246231155778901" "       95.477386934673405" "        0.003348285768924"
"     -839.195979899497502" "       95.477386934673405" "        0.003456558038050"
"     -829.145728643216103" "       95.477386934673405" "        0.003569485620673"
"     -819.095477386934590" "       95.477386934673405" "        0.003687318840538"
"     -809.045226130653191" "       95.477386934673405" "        0.003810324250416"
"     -798.994974874371792" "       95.477386934673405" "        0.003938785872098"
"     -788.944723618090393" "       95.477386934673405" "        0.004073006546460"
"     -778.894472361808994" "       95.477386934673405" "        0.004213309404852"
"     -768.844221105527595" "       95.477386934673405" "        0.004360039474375"
"     -758.793969849246196" "       95.477386934673405" "        0.004513565431105"
"     -748.743718592964797" "       95.477386934673405" "        0.004674281517003"
"     -738.693467336683398" "       95.477386934673405" "        0.004842609638185"
"     -728.643216080401999" "       95.477386934673405" "        0.005019001664412"
"     -718.592964824120600" "       95.477386934673405" "        0.005203941952145"
"     -708.542713567839201" "       95.477386934673405" "        0.005397950116392"
"     -698.492462311557802" "       95.477386934673405" "        0.005601584079822"
"     -688.442211055276402" "       95.477386934673405" "        0.005815443431392"
"     -678.391959798995003" "       95.477386934673405" "        0.006040173131056"
"     -668.341708542713604" "       95.477386934673405" "        0.006276467602090"
"     -658.291457286432205" "       95.477386934673405" "        0.006525075258353"
"     -648.241206030150806" "       95.477386934673405" "        0.006786803520432"
"     -638.190954773869294" "       95.477386934673405" "        0.007062524382398"
"     -628.140703517587895" "       95.477386934673405" "        0.007353180599855"
"     -618.090452261306496" "       95.477386934673405" "        0.007659792580479"
"     -608.040201005025096" "       95.477386934673405" "        0.007983466070516"
"     -597.989949748743697" "       95.477386934673405" "        0.008325400745041"
"     -587.939698492462298" "       95.477386934673405" "        0.008686899826667"
"     -577.889447236180786" "       95.477386934673405" "        0.009069380877276"
"     -567.839195979899387" "       95.477386934673405" "        0.009474387930728"
"     -557.788944723617988" "       95.477386934673405" "        0.009903605162283"
"     -547.738693467336589" "       95.477386934673405" "        0.010358872323329"
"     -537.688442211055190" "       95.477386934673405" "        0.010842202209107"
"     -527.638190954773791" "       95.477386934673405" "        0.011355800473715"
"     -517.587939698492391" "       95.477386934673405" "        0.011902088162307"
"     -507.537688442210992" "       95.477386934673405" "        0.012483727397046"
"     -497.487437185929593" "       95.477386934673405" "        0.013103650733281"
"     -487.437185929648194" "       95.477386934673405" "        0.013765094798542"
"     -477.386934673366795" "       95.477386934673405" "        0.014471638942741"
"     -467.336683417085396" "       95.477386934673405" "        0.015227249767666"
"     -457.286432160803997" "       95.477386934673405" "        0.016036332572795"
"     -447.236180904522598" "       95.477386934673405" "        0.016903790958823"
"     -437.185929648241199" "       95.477386934673405" "        0.017835096077934"
"     -427.135678391959800" "       95.477386934673405" "        0.018836367319916"
"     -417.085427135678287" "       95.477386934673405" "        0.019914466586910"
"     -407.035175879396888" "       95.477386934673405" "        0.021077108749953"
"     -396.984924623115489" "       95.477386934673405" "        0.022332991412919"
"     -386.934673366834090" "       95.477386934673405" "        0.023691947751249"
"     -376.884422110552691" "       95.477386934673405" "        0.025165126963233"
"     -366.834170854271292" "       95.477386934673405" "        0.026765207790114"
"     -356.783919597989893" "       95.477386934673405" "        0.028506651646211"
"     -346.733668341708494" "       95.477386934673405" "        0.030406003163985"
"     -336.683417085427095" "       95.477386934673405" "        0.032482247401239"
"     -326.633165829145696" "       95.477386934673405" "        0.034757234552979"
"     -316.582914572864297" "       95.477386934673405" "        0.037256184687719"
"     -306.532663316582898" "       95.477386934673405" "        0.040008286637082"
"     -296.482412060301499" "       95.477386934673405" "        0.043047406424963"
"     -286.432160804019986" "       95.477386934673405" "        0.046412921026205"
"     -276.381909547738587" "       95.477386934673405" "        0.050150691939566"
"     -266.331658291457188" "       95.477386934673405" "        0.054314188631822"
"     -256.281407035175789" "       95.477386934673405" "        0.058965762076610"
"     -246.231155778894390" "       95.477386934673405" "        0.064178049770243"
"     -236.180904522612991" "       95.477386934673405" "        0.070035460203167"
"     -226.130653266331592" "       95.477386934673405" "        0.076635628475655"
"     -216.080402010050193" "       95.477386934673405" "        0.084090643544499"
"     -206.030150753768794" "       95.477386934673405" "        0.092527705003261"
"     -195.979899497487395" "       95.477386934673405" "        0.102088652633692"
"     -185.929648241205996" "       95.477386934673405" "        0.112927503187722"
"     -175.879396984924597" "       95.477386934673405" "        0.125204711531835"
"     -165.829145728643198" "       95.477386934673405" "        0.139076361319969"
"     -155.778894472361685" "       95.477386934673405" "        0.154675966846943"
"     -145.728643216080286" "       95.477386934673405" "        0.172086253500806"
"     -135.678391959798887" "       95.477386934673405" "        0.191298629848227"
"     -125.628140703517488" "       95.477386934673405" "        0.212159822248872"
"     -115.577889447236089" "       95.477386934673405" "        0.234309292195507"
"     -105.527638190954690" "       95.477386934673405" "        0.257118338467863"
"      -95.477386934673291" "       95.477386934673405" "        0.279651584154903"
"      -85.427135678391892" "       95.477386934673405" "        0.300680239728128"
"      -75.376884422110493" "       95.477386934673405" "        0.318776583985263"
"      -65.326633165829094" "       95.477386934673405" "        0.332501609187123"
"      -55.276381909547695" "       95.477386934673405" "        0.340660396847734"
"      -45.226130653266296" "       95.477386934673405" "        0.342556145724565"
"      -35.175879396984783" "       95.477386934673405" "        0.338152426446446"
"      -25.125628140703384" "       95.477386934673405" "        0.328077853231629"
"      -15.075376884421985" "       95.477386934673405" "        0.313471353172545"
"       -5.025125628140586" "       95.477386934673405" "        0.295731338734594"
"        5.025125628140813" "       95.477386934673405" "        0.276259149503507"
"       15.075376884422212" "       95.477386934673405" "        0.256267682204206"
"       25.125628140703611" "       95.477386934673405" "        0.236682850272799"
"       35.175879396985010" "       95.477386934673405" "        0.218127341402795"
"       45.226130653266409" "       95.477386934673405" "        0.200957609884723"
"       55.276381909547808" "       95.477386934673405" "        0.185324415869198"
"       65.326633165829207" "       95.477386934673405" "        0.171235697260942"
"       75.376884422110606" "       95.477386934673405" "        0.158610427058745"
"       85.427135678392006" "       95.477386934673405" "        0.147319556226421"
"       95.477386934673405" "       95.477386934673405" "        0.137214442846016"
"      105.527638190954804" "       95.477386934673405" "        0.128145027663993"
"      115.577889447236203" "       95.477386934673405" "        0.119970416459673"
"      125.628140703517602" "       95.477386934673405" "        0.112564238113907"
"      135.678391959799001" "       95.477386934673405" "        0.105816628126662"
"      145.728643216080400" "       95.477386934673405" "        0.099634170712232"
"      155.778894472361799" "       95.477386934673405" "        0.093938706869925"
"      165.829145728643425" "       95.477386934673405" "        0.088665597615229"
"      175.879396984924824" "       95.477386934673405" "        0.083761807731771"
"      185.929648241206223" "       95.477386934673405" "        0.079184024546950"
"      195.979899497487622" "       95.477386934673405" "        0.074896927929756"
"      206.030150753769021" "       95.477386934673405" "        0.070871665607082"
"      216.080402010050420" "       95.477386934673405" "        0.067084549988207"
"      226.130653266331819" "       95.477386934673405" "        0.063515970594918"
"      236.180904522613218" "       95.477386934673405" "        0.060149504246737"
"      246.231155778894617" "       95.477386934673405" "        0.056971199585270"
"      256.281407035176017" "       95.477386934673405" "        0.053969010873547"
"      266.331658291457416" "       95.477386934673405" "        0.051132356672527"
"      276.381909547738815" "       95.477386934673405" "        0.048451780943211"
"      286.432160804020214" "       95.477386934673405" "        0.045918696687784"
"      296.482412060301613" "       95.477386934673405" "        0.043525195011339"
"      306.532663316583012" "       95.477386934673405" "        0.041263905203922"
"      316.582914572864411" "       95.477386934673405" "        0.039127893965120"
"      326.633165829145810" "       95.477386934673405" "        0.037110594145413"
"      336.683417085427209" "       95.477386934673405" "        0.035205755331215"
"      346.733668341708608" "       95.477386934673405" "        0.033407410254444"
"      356.783919597990007" "       95.477386934673405" "        0.031709852380602"
"      366.834170854271406" "       95.477386934673405" "        0.030107621149247"
"      376.884422110552805" "       95.477386934673405" "        0.028595492239394"
"      386.934673366834204" "       95.477386934673405" "        0.027168470942181"
"      396.984924623115603" "       95.477386934673405" "        0.025821787275239"
"      407.035175879397002" "       95.477386934673405" "        0.024550891895908"
"      417.085427135678628" "       95.477386934673405" "        0.023351452188635"
"      427.135678391960028" "       95.477386934673405" "        0.022219348137085"
"      437.185929648241427" "       95.477386934673405" "        0.021150667761634"
"      447.236180904522826" "       95.477386934673405" "        0.020141702022810"
"      457.286432160804225" "       95.477386934673405" "        0.019188939173036"
"      467.336683417085624" "       95.477386934673405" "        0.018289058592205"
"      477.386934673367023" "       95.477386934673405" "        0.017438924174869"
"      487.437185929648422" "       95.477386934673405" "        0.016635577353983"
"      497.487437185929821" "       95.477386934673405" "        0.015876229852715"
"      507.537688442211220" "       95.477386934673405" "        0.015158256255279"
"      517.587939698492619" "       95.477386934673405" "        0.014479186482551"
"      527.638190954774018" "       95.477386934673405" "        0.013836698250280"
"      537.688442211055417" "       95.477386934673405" "        0.013228609578291"
"      547.738693467336816" "       95.477386934673405" "        0.012652871409201"
"      557.788944723618215" "       95.477386934673405" "        0.012107560385347"
"      567.839195979899614" "       95.477386934673405" "        0.011590871823372"
"      577.889447236181013" "       95.477386934673405" "        0.011101112917402"
"      587.939698492462412" "       95.477386934673405" "        0.010636696194087"
"      597.989949748743811" "       95.477386934673405" "        0.010196133236123"
"      608.040201005025210" "       95.477386934673405" "        0.009778028685057"
"      618.090452261306609" "       95.477386934673405" "        0.009381074529266"
"      628.140703517588008" "       95.477386934673405" "        0.009004044678925"
"      638.190954773869407" "       95.477386934673405" "        0.008645789826370"
"      648.241206030150806" "       95.477386934673405" "        0.008305232587572"
"      658.291457286432205" "       95.477386934673405" "        0.007981362918256"
"      668.341708542713604" "       95.477386934673405" "        0.007673233796542"
"      678.391959798995231" "       95.477386934673405" "        0.007379957162749"
"      688.442211055276630" "       95.477386934673405" "        0.007100700106080"
"      698.492462311558029" "       95.477386934673405" "        0.006834681287357"
"      708.542713567839428" "       95.477386934673405" "        0.006581167586579"
"      718.592964824120827" "       95.477386934673405" "        0.006339470963943"
"      728.643216080402226" "       95.477386934673405" "        0.006108945523000"
"      738.693467336683625" "       95.477386934673405" "        0.005888984764703"
"      748.743718592965024" "       95.477386934673405" "        0.005679019021405"
"      758.793969849246423" "       95.477386934673405" "        0.005478513060132"
"      768.844221105527822" "       95.477386934673405" "        0.005286963844855"
"      778.894472361809221" "       95.477386934673405" "        0.005103898447883"
"      788.944723618090620" "       95.477386934673405" "        0.004928872100947"
"      798.994974874372019" "       95.477386934673405" "        0.004761466376995"
"      809.045226130653418" "       95.477386934673405" "        0.004601287494172"
"      819.095477386934817" "       95.477386934673405" "        0.004447964733948"
"      829.145728643216216" "       95.477386934673405" "        0.004301148965765"
"      839.195979899497615" "       95.477386934673405" "        0.004160511271082"
"      849.246231155779014" "       95.477386934673405" "        0.004025741660059"
"      859.296482412060413" "       95.477386934673405" "        0.003896547874608"
"      869.346733668341813" "       95.477386934673405" "        0.003772654271883"
"      879.396984924623212" "       95.477386934673405" "        0.003653800782699"
"      889.447236180904611" "       95.477386934673405" "        0.003539741939709"
"      899.497487437186010" "       95.477386934673405" "        0.003430245970535"
"      909.547738693467409" "       95.477386934673405" "        0.003325093951343"
"      919.597989949748808" "       95.477386934673405" "        0.003224079016693"
"      929.648241206030434" "       95.477386934673405" "        0.003127005621760"
"      939.698492462311833" "       95.477386934673405" "        0.003033688853282"
"      949.748743718593232" "       95.477386934673405" "        0.002943953785887"
"      959.798994974874631" "       95.477386934673405" "        0.002857634880626"
"      969.849246231156030" "       95.477386934673405" "        0.002774575422824"
"      979.899497487437429" "       95.477386934673405" "        0.002694626996504"
"      989.949748743718828" "       95.477386934673405" "        0.002617648992891"
"     1000.000000000000000" "       95.477386934673405" "        0.002543508150629"
"    -1000.000000000000000" "      105.527638190954804" "        0.002140364963100"
"     -989.949748743718601" "      105.527638190954804" "        0.002200178252518"
"     -979.899497487437202" "      105.527638190954804" "        0.002262214618956"
"     -969.849246231155803" "      105.527638190954804" "        0.002326577295821"
"     -959.798994974874404" "      105.527638190954804" "        0.002393375281913"
"     -949.748743718593005" "      105.527638190954804" "        0.002462723719218"
"     -939.698492462311606" "      105.527638190954804" "        0.002534744299276"
"     -929.648241206030207" "      105.527638190954804" "        0.002609565700595"
"     -919.597989949748694" "      105.527638190954804" "        0.002687324059829"
"     -909.547738693467295" "      105.527638190954804" "        0.002768163479684"
"     -899.497487437185896" "      105.527638190954804" "        0.002852236576846"
"     -889.447236180904497" "      105.527638190954804" "        0.002939705073538"
"     -879.396984924623098" "      105.527638190954804" "        0.003030740436679"
"     -869.346733668341699" "      105.527638190954804" "        0.003125524569058"
"     -859.296482412060300" "      105.527638190954804" "        0.003224250557369"
"     -849.246231155778901" "      105.527638190954804" "        0.003327123482491"
"     -839.195979899497502" "      105.527638190954804" "        0.003434361297970"
"     -829.145728643216103" "      105.527638190954804" "        0.003546195783312"
"     -819.095477386934590" "      105.527638190954804" "        0.003662873579439"
"     -809.045226130653191" "      105.527638190954804" "        0.003784657314467"
"     -798.994974874371792" "      105.527638190954804" "        0.003911826828920"
"     -788.944723618090393" "      105.527638190954804" "        0.004044680510529"
"     -778.894472361808994" "      105.527638190954804" "        0.004183536749967"
"     -768.844221105527595" "      105.527638190954804" "        0.004328735530221"
"     -758.793969849246196" "      105.527638190954804" "        0.004480640163833"
"     -748.743718592964797" "      105.527638190954804" "        0.004639639194000"
"     -738.693467336683398" "      105.527638190954804" "        0.004806148477509"
"     -728.643216080401999" "      105.527638190954804" "        0.004980613469767"
"     -718.592964824120600" "      105.527638190954804" "        0.005163511734777"
"     -708.542713567839201" "      105.527638190954804" "        0.005355355705943"
"     -698.492462311557802" "      105.527638190954804" "        0.005556695726981"
"     -688.442211055276402" "      105.527638190954804" "        0.005768123406211"
"     -678.391959798995003" "      105.527638190954804" "        0.005990275322080"
"     -668.341708542713604" "      105.527638190954804" "        0.006223837123053"
"     -658.291457286432205" "      105.527638190954804" "        0.006469548071185"
"     -648.241206030150806" "      105.527638190954804" "        0.006728206085819"
"     -638.190954773869294" "      105.527638190954804" "        0.007000673352216"
"     -628.140703517587895" "      105.527638190954804" "        0.007287882569662"
"     -618.090452261306496" "      105.527638190954804" "        0.007590843925027"
"     -608.040201005025096" "      105.527638190954804" "        0.007910652891181"
"     -597.989949748743697" "      105.527638190954804" "        0.008248498965464"
"     -587.939698492462298" "      105.527638190954804" "        0.008605675482095"
"     -577.889447236180786" "      105.527638190954804" "        0.008983590654499"
"     -567.839195979899387" "      105.527638190954804" "        0.009383780029780"
"     -557.788944723617988" "      105.527638190954804" "        0.009807920568813"
"     -547.738693467336589" "      105.527638190954804" "        0.010257846602721"
"     -537.688442211055190" "      105.527638190954804" "        0.010735567961136"
"     -527.638190954773791" "      105.527638190954804" "        0.011243290621224"
"     -517.587939698492391" "      105.527638190954804" "        0.011783440290921"
"     -507.537688442210992" "      105.527638190954804" "        0.012358689417620"
"     -497.487437185929593" "      105.527638190954804" "        0.012971988207649"
"     -487.437185929648194" "      105.527638190954804" "        0.013626600356064"
"     -477.386934673366795" "      105.527638190954804" "        0.014326144325047"
"     -467.336683417085396" "      105.527638190954804" "        0.015074641178429"
"     -457.286432160803997" "      105.527638190954804" "        0.015876570186543"
"     -447.236180904522598" "      105.527638190954804" "        0.016736933668720"
"     -437.185929648241199" "      105.527638190954804" "        0.017661332851167"
"     -427.135678391959800" "      105.527638190954804" "        0.018656056899509"
"     -417.085427135678287" "      105.527638190954804" "        0.019728187754697"
"     -407.035175879396888" "      105.527638190954804" "        0.020885723979225"
"     -396.984924623115489" "      105.527638190954804" "        0.022137727533226"
"     -386.934673366834090" "      105.527638190954804" "        0.023494498278047"
"     -376.884422110552691" "      105.527638190954804" "        0.024967782085772"
"     -366.834170854271292" "      105.527638190954804" "        0.026571019760876"
"     -356.783919597989893" "      105.527638190954804" "        0.028319645605316"
"     -346.733668341708494" "      105.527638190954804" "        0.030231446436559"
"     -336.683417085427095" "      105.527638190954804" "        0.032326994255638"
"     -326.633165829145696" "      105.527638190954804" "        0.034630168608374"
"     -316.582914572864297" "      105.527638190954804" "        0.037168788012039"
"     -306.532663316582898" "      105.527638190954804" "        0.039975373602648"
"     -296.482412060301499" "      105.527638190954804" "        0.043088072258284"
"     -286.432160804019986" "      105.527638190954804" "        0.046551770536961"
"     -276.381909547738587" "      105.527638190954804" "        0.050419434147773"
"     -266.331658291457188" "      105.527638190954804" "        0.054753709060678"
"     -256.281407035175789" "      105.527638190954804" "        0.059628817443718"
"     -246.231155778894390" "      105.527638190954804" "        0.065132770409326"
"     -236.180904522612991" "      105.527638190954804" "        0.071369893361840"
"     -226.130653266331592" "      105.527638190954804" "        0.078463607630775"
"     -216.080402010050193" "      105.527638190954804" "        0.086559316682001"
"     -206.030150753768794" "      105.527638190954804" "        0.095827079898830"
"     -195.979899497487395" "      105.527638190954804" "        0.106463482854406"
"     -185.929648241205996" "      105.527638190954804" "        0.118691677594359"
"     -175.879396984924597" "      105.527638190954804" "        0.132757907869456"
"     -165.829145728643198" "      105.527638190954804" "        0.148921901223995"
"     -155.778894472361685" "      105.527638190954804" "        0.167437315145086"
"     -145.728643216080286" "      105.527638190954804" "        0.188517160818362"
"     -135.678391959798887" "      105.527638190954804" "        0.212278376718991"
"     -125.628140703517488" "      105.527638190954804" "        0.238660747540359"
"     -115.577889447236089" "      105.527638190954804" "        0.267320322675836"
"     -105.527638190954690" "      105.527638190954804" "        0.297509089910033"
"      -95.477386934673291" "      105.527638190954804" "        0.327972302573573"
"      -85.427135678391892" "      105.527638190954804" "        0.356918476672659"
"      -75.376884422110493" "      105.527638190954804" "        0.382130156037097"
"      -65.326633165829094" "      105.527638190954804" "        0.401262042209066"
"      -55.276381909547695" "      105.527638190954804" "        0.412300139643006"
"      -45.226130653266296" "      105.527638190954804" "        0.414051722007821"
"      -35.175879396984783" "      105.527638190954804" "        0.406470505600360"
"      -25.125628140703384" "      105.527638190954804" "        0.390665661672573"
"      -15.075376884421985" "      105.527638190954804" "        0.368590416223396"
"       -5.025125628140586" "      105.527638190954804" "        0.342556145724565"
"        5.025125628140813" "      105.527638190954804" "        0.314768334699678"
"       15.075376884422212" "      105.527638190954804" "        0.287019474362435"
"       25.125628140703611" "      105.527638190954804" "        0.260570094738524"
"       35.175879396985010" "      105.527638190954804" "        0.236173712368490"
"       45.226130653266409" "      105.527638190954804" "        0.214177623513877"
"       55.276381909547808" "      105.527638190954804" "        0.194643440592012"
"       65.326633165829207" "      105.527638190954804" "        0.177454811346367"
"       75.376884422110606" "      105.527638190954804" "        0.162399771701780"
"       85.427135678392006" "      105.527638190954804" "        0.149227183280957"
"       95.477386934673405" "      105.527638190954804" "        0.137681937990230"
"      105.527638190954804" "      105.527638190954804" "        0.127524777602448"
"      115.577889447236203" "      105.527638190954804" "        0.118541880077108"
"      125.628140703517602" "      105.527638190954804" "        0.110548110179194"
"      135.678391959799001" "      105.527638190954804" "        0.103386627656455"
"      145.728643216080400" "      105.527638190954804" "        0.096926598159807"
"      155.778894472361799" "      105.527638190954804" "        0.091060078786334"
"      165.829145728643425" "      105.527638190954804" "        0.085698702139788"
"      175.879396984924824" "      105.527638190954804" "        0.080770498505313"
"      185.929648241206223" "      105.527638190954804" "        0.076217022268594"
"      195.979899497487622" "      105.527638190954804" "        0.071990846859238"
"      206.030150753769021" "      105.527638190954804" "        0.068053435357411"
"      216.080402010050420" "      105.527638190954804" "        0.064373363895393"
"      226.130653266331819" "      105.527638190954804" "        0.060924861012671"
"      236.180904522613218" "      105.527638190954804" "        0.057686621348329"
"      246.231155778894617" "      105.527638190954804" "        0.054640852350131"
"      256.281407035176017" "      105.527638190954804" "        0.051772515595929"
"      266.331658291457416" "      105.527638190954804" "        0.049068728430850"
"      276.381909547738815" "      105.527638190954804" "        0.046518296106662"
"      286.432160804020214" "      105.527638190954804" "        0.044111349015956"
"      296.482412060301613" "      105.527638190954804" "        0.041839063706354"
"      306.532663316583012" "      105.527638190954804" "        0.039693450028479"
"      316.582914572864411" "      105.527638190954804" "        0.037667189978977"
"      326.633165829145810" "      105.527638190954804" "        0.035753516551594"
"      336.683417085427209" "      105.527638190954804" "        0.033946123233810"
"      346.733668341708608" "      105.527638190954804" "        0.032239096724010"
"      356.783919597990007" "      105.527638190954804" "        0.030626867039942"
"      366.834170854271406" "      105.527638190954804" "        0.029104170488945"
"      376.884422110552805" "      105.527638190954804" "        0.027666022018025"
"      386.934673366834204" "      105.527638190954804" "        0.026307694297505"
"      396.984924623115603" "      105.527638190954804" "        0.025024701551957"
"      407.035175879397002" "      105.527638190954804" "        0.023812786667930"
"      417.085427135678628" "      105.527638190954804" "        0.022667910507029"
"      427.135678391960028" "      105.527638190954804" "        0.021586242658105"
"      437.185929648241427" "      105.527638190954804" "        0.020564153093066"
"      447.236180904522826" "      105.527638190954804" "        0.019598204363010"
"      457.286432160804225" "      105.527638190954804" "        0.018685144097908"
"      467.336683417085624" "      105.527638190954804" "        0.017821897664528"
"      477.386934673367023" "      105.527638190954804" "        0.017005560901951"
"      487.437185929648422" "      105.527638190954804" "        0.016233392898512"
"      497.487437185929821" "      105.527638190954804" "        0.015502808803548"
"      507.537688442211220" "      105.527638190954804" "        0.014811372685862"
"      517.587939698492619" "      105.527638190954804" "        0.014156790461481"
"      527.638190954774018" "      105.527638190954804" "        0.013536902918406"
"      537.688442211055417" "      105.527638190954804" "        0.012949678867365"
"      547.738693467336816" "      105.527638190954804" "        0.012393208446425"
"      557.788944723618215" "      105.527638190954804" "        0.011865696604585"
"      567.839195979899614" "      105.527638190954804" "        0.011365456785960"
"      577.889447236181013" "      105.527638190954804" "        0.010890904832167"
"      587.939698492462412" "      105.527638190954804" "        0.010440553116589"
"      597.989949748743811" "      105.527638190954804" "        0.010013004920331"
"      608.040201005025210" "      105.527638190954804" "        0.009606949056174"
"      618.090452261306609" "      105.527638190954804" "        0.009221154743660"
"      628.140703517588008" "      105.527638190954804" "        0.008854466735694"
"      638.190954773869407" "      105.527638190954804" "        0.008505800694669"
"      648.241206030150806" "      105.527638190954804" "        0.008174138814193"
"      658.291457286432205" "      105.527638190954804" "        0.007858525680838"
"      668.341708542713604" "      105.527638190954804" "        0.007558064369096"
"      678.391959798995231" "      105.527638190954804" "        0.007271912761732"
"      688.442211055276630" "      105.527638190954804" "        0.006999280086966"
"      698.492462311558029" "      105.527638190954804" "        0.006739423663461"
"      708.542713567839428" "      105.527638190954804" "        0.006491645843723"
"      718.592964824120827" "      105.527638190954804" "        0.006255291146379"
"      728.643216080402226" "      105.527638190954804" "        0.006029743567789"
"      738.693467336683625" "      105.527638190954804" "        0.005814424063466"
"      748.743718592965024" "      105.527638190954804" "        0.005608788190003"
"      758.793969849246423" "      105.527638190954804" "        0.005412323898383"
"      768.844221105527822" "      105.527638190954804" "        0.005224549469858"
"      778.894472361809221" "      105.527638190954804" "        0.005045011585886"
"      788.944723618090620" "      105.527638190954804" "        0.004873283523950"
"      798.994974874372019" "      105.527638190954804" "        0.004708963471484"
"      809.045226130653418" "      105.527638190954804" "        0.004551672950443"
"      819.095477386934817" "      105.527638190954804" "        0.004401055345490"
"      829.145728643216216" "      105.527638190954804" "        0.004256774529101"
"      839.195979899497615" "      105.527638190954804" "        0.004118513577294"
"      849.246231155779014" "      105.527638190954804" "        0.003985973570021"
"      859.296482412060413" "      105.527638190954804" "        0.003858872470638"
"      869.346733668341813" "      105.527638190954804" "        0.003736944079186"
"      879.396984924623212" "      105.527638190954804" "        0.003619937054550"
"      889.447236180904611" "      105.527638190954804" "        0.003507614000885"
"      899.497487437186010" "      105.527638190954804" "        0.003399750613967"
"      909.547738693467409" "      105.527638190954804" "        0.003296134883436"
"      919.597989949748808" "      105.527638190954804" "        0.003196566347145"
"      929.648241206030434" "      105.527638190954804" "        0.003100855394086"
"      939.698492462311833" "      105.527638190954804" "        0.003008822612603"
"      949.748743718593232" "      105.527638190954804" "        0.002920298180822"
"      959.798994974874631" "      105.527638190954804" "        0.002835121296429"
"      969.849246231156030" "      105.527638190954804" "        0.002753139643142"
"      979.899497487437429" "      105.527638190954804" "        0.002674208891376"
"      989.949748743718828" "      105.527638190954804" "        0.002598192230806"
"     1000.000000000000000" "      105.527638190954804" "        0.002524959932660"
"    -1000.000000000000000" "      115.577889447236203" "        0.002129184844773"
"     -989.949748743718601" "      115.577889447236203" "        0.002188510923441"
"     -979.899497487437202" "      115.577889447236203" "        0.002250035071639"
"     -969.849246231155803" "      115.577889447236203" "        0.002313859062656"
"     -959.798994974874404" "      115.577889447236203" "        0.002380090341229"
"     -949.748743718593005" "      115.577889447236203" "        0.002448842394921"
"     -939.698492462311606" "      115.577889447236203" "        0.002520235153625"
"     -929.648241206030207" "      115.577889447236203" "        0.002594395419658"
"     -919.597989949748694" "      115.577889447236203" "        0.002671457331108"
"     -909.547738693467295" "      115.577889447236203" "        0.002751562861416"
"     -899.497487437185896" "      115.577889447236203" "        0.002834862358410"
"     -889.447236180904497" "      115.577889447236203" "        0.002921515126411"
"     -879.396984924623098" "      115.577889447236203" "        0.003011690055343"
"     -869.346733668341699" "      115.577889447236203" "        0.003105566301239"
"     -859.296482412060300" "      115.577889447236203" "        0.003203334022970"
"     -849.246231155778901" "      115.577889447236203" "        0.003305195180580"
"     -839.195979899497502" "      115.577889447236203" "        0.003411364401153"
"     -829.145728643216103" "      115.577889447236203" "        0.003522069918846"
"     -819.095477386934590" "      115.577889447236203" "        0.003637554596432"
"     -809.045226130653191" "      115.577889447236203" "        0.003758077036562"
"     -798.994974874371792" "      115.577889447236203" "        0.003883912791871"
"     -788.944723618090393" "      115.577889447236203" "        0.004015355684182"
"     -778.894472361808994" "      115.577889447236203" "        0.004152719244224"
"     -768.844221105527595" "      115.577889447236203" "        0.004296338284722"
"     -758.793969849246196" "      115.577889447236203" "        0.004446570621254"
"     -748.743718592964797" "      115.577889447236203" "        0.004603798957109"
"     -738.693467336683398" "      115.577889447236203" "        0.004768432950427"
"     -728.643216080401999" "      115.577889447236203" "        0.004940911484275"
"     -718.592964824120600" "      115.577889447236203" "        0.005121705163023"
"     -708.542713567839201" "      115.577889447236203" "        0.005311319061526"
"     -698.492462311557802" "      115.577889447236203" "        0.005510295757217"
"     -688.442211055276402" "      115.577889447236203" "        0.005719218679390"
"     -678.391959798995003" "      115.577889447236203" "        0.005938715814800"
"     -668.341708542713604" "      115.577889447236203" "        0.006169463814301"
